project_number,employee_number,assignment_start,assignment_end
20068,10124,2022-01-01,2022-05-24
20018,10124,2022-06-17,2023-01-21
20141,10124,2023-02-22,2023-05-08
20031,10124,2023-06-19,2024-01-13
20103,10124,2024-02-05,2024-10-17
20105,10124,2024-11-05,2024-12-12
20100,10124,2025-01-02,2025-06-01
20088,10124,2025-07-04,2025-08-24
20103,10124,2025-09-10,2026-07-01
20016,10125,2016-06-30,2016-10-09
20083,10125,2016-11-11,2017-02-18
20078,10125,2017-04-03,2017-07-10
20083,10125,2017-07-23,2017-12-12
20075,10125,2018-01-08,2018-08-19
20083,10125,2018-08-28,2018-09-10
20041,10125,2018-10-23,2019-02-27
20179,10125,2019-04-11,2019-08-02
20179,10125,2019-09-07,2020-10-21
20132,10125,2020-11-13,2021-05-04
20126,10125,2021-05-29,2021-08-20
20160,10126,2019-04-17,2019-08-17
20040,10126,2019-09-13,2020-06-27
20174,10126,2020-07-18,2020-08-04
20142,10126,2020-08-09,2020-10-28
20164,10126,2020-11-20,2021-05-28
20164,10126,2021-07-10,2021-08-28
20170,10126,2021-10-11,2023-02-25
20010,10126,2023-03-12,2024-07-04
20014,10126,2024-08-03,2025-03-16
20014,10126,2025-04-18,2025-08-06
20006,10126,2025-08-21,2025-12-06
20019,10126,2026-01-19,2026-03-08
20095,10126,2026-03-13,2026-05-25
20110,10126,2026-06-03,2026-07-01
20129,10127,2019-02-19,2019-03-05
20124,10128,2023-01-15,2023-02-08
20068,10129,2022-05-06,2022-05-24
20131,10129,2022-06-08,2022-06-16
20058,10129,2022-06-22,2022-12-02
20015,10129,2022-12-19,2023-01-03
20018,10129,2023-01-18,2023-07-19
20006,10129,2023-08-14,2024-07-04
20151,10129,2024-07-22,2024-09-30
20068,10130,2020-11-06,2021-05-26
20049,10130,2021-07-06,2021-07-08
20172,10131,2017-10-08,2018-03-12
20136,10131,2018-03-27,2018-05-04
20108,10131,2018-05-25,2018-06-06
20088,10132,2024-12-26,2025-07-03
20036,10132,2025-07-10,2025-12-04
20009,10132,2025-12-26,2026-05-16
20103,10132,2026-05-21,2026-07-01
20079,10133,2018-09-14,2019-01-10
20013,10133,2019-01-21,2019-07-14
20086,10133,2019-08-23,2020-03-23
20150,10133,2020-05-03,2020-08-07
20093,10133,2020-08-22,2021-01-19
20164,10133,2021-02-10,2021-08-28
20122,10133,2021-10-05,2021-11-15
20003,10133,2021-12-09,2022-02-14
20126,10133,2022-03-15,2022-09-21
20124,10133,2022-10-18,2023-03-19
20044,10133,2023-04-25,2023-05-03
20031,10133,2023-06-16,2023-08-11
20128,10134,2015-09-27,2016-04-26
20135,10134,2016-06-02,2016-09-07
20128,10134,2016-09-30,2017-02-12
20029,10134,2017-03-27,2017-04-11
20032,10134,2017-04-25,2017-07-13
20098,10134,2017-08-23,2017-09-02
20172,10134,2017-09-26,2018-02-16
20008,10135,2017-06-11,2017-10-07
20064,10135,2017-10-20,2018-06-07
20050,10135,2018-06-28,2018-11-16
20145,10135,2018-12-19,2019-07-08
20155,10135,2019-08-20,2019-11-22
20160,10135,2019-12-25,2020-07-12
20068,10135,2020-08-09,2021-02-26
20173,10135,2021-04-10,2021-06-04
20068,10135,2021-06-13,2021-08-25
20045,10136,2019-08-31,2019-12-09
20093,10136,2020-01-09,2020-11-24
20023,10136,2020-12-02,2021-01-31
20093,10136,2021-02-22,2021-04-07
20068,10136,2021-05-16,2022-01-27
20090,10136,2022-03-08,2022-04-24
20010,10136,2022-05-06,2023-11-28
20063,10136,2023-12-06,2024-04-14
20014,10136,2024-05-26,2024-10-19
20100,10136,2024-10-28,2025-04-12
20033,10136,2025-05-14,2025-07-09
20006,10136,2025-08-17,2025-12-06
20039,10136,2026-01-17,2026-07-01
20006,10137,2024-11-12,2025-10-16
20080,10137,2025-11-29,2026-07-01
20081,10138,2024-12-25,2025-10-18
20148,10138,2025-11-01,2026-01-21
20095,10138,2026-02-22,2026-05-25
20112,10138,2026-06-22,2026-07-01
20024,10139,2026-05-12,2026-07-01
20003,10140,2022-02-13,2022-02-14
20051,10140,2022-03-22,2022-09-18
20170,10140,2022-10-16,2023-02-25
20051,10140,2023-03-10,2023-04-19
20091,10140,2023-06-02,2023-12-09
20065,10140,2024-01-20,2024-05-25
20006,10140,2024-06-11,2024-11-25
20161,10140,2024-11-30,2025-04-18
20010,10140,2025-05-06,2025-10-31
20177,10140,2025-11-06,2026-02-24
20067,10140,2026-03-18,2026-07-01
20162,10141,2023-06-07,2023-08-22
20063,10141,2023-09-05,2023-11-22
20014,10141,2023-11-27,2024-08-05
20161,10141,2024-09-08,2025-04-18
20014,10141,2025-05-24,2025-08-06
20175,10141,2025-08-20,2025-11-06
20103,10141,2025-12-14,2026-07-01
20078,10142,2017-06-14,2017-07-10
20108,10142,2017-08-16,2018-02-17
20179,10142,2018-03-09,2019-01-17
20160,10142,2019-02-09,2019-10-30
20040,10143,2019-11-20,2020-10-04
20132,10143,2020-10-29,2022-01-02
20020,10143,2022-01-24,2022-06-18
20130,10143,2022-07-19,2023-08-10
20006,10143,2023-09-02,2024-04-12
20103,10143,2024-05-25,2025-01-02
20018,10143,2025-02-15,2025-06-13
20010,10143,2025-07-19,2025-12-11
20056,10143,2026-01-01,2026-07-01
20031,10144,2023-12-19,2024-01-13
20123,10144,2024-02-18,2024-04-27
20014,10144,2024-05-11,2025-01-16
20006,10144,2025-03-01,2025-11-18
20036,10144,2025-11-23,2026-03-09
20129,10145,2018-10-08,2019-03-04
20035,10145,2019-03-26,2019-04-29
20129,10145,2019-05-26,2019-08-03
20179,10146,2019-06-09,2020-02-06
20149,10146,2020-02-14,2020-06-19
20174,10146,2020-06-25,2020-08-04
20040,10146,2020-09-01,2020-11-20
20093,10146,2021-01-02,2021-04-07
20122,10146,2021-05-15,2021-11-15
20138,10146,2021-12-12,2022-01-04
20131,10146,2022-01-29,2022-06-16
20118,10146,2022-07-21,2023-04-16
20139,10146,2023-05-24,2024-01-15
20065,10146,2024-02-15,2024-06-25
20114,10147,2020-09-30,2021-05-14
20054,10147,2021-06-01,2021-10-18
20003,10147,2021-11-21,2022-02-14
20020,10147,2022-03-28,2022-06-18
20015,10147,2022-07-30,2023-01-03
20010,10147,2023-02-03,2025-01-18
20081,10147,2025-02-01,2025-05-17
20088,10147,2025-06-15,2025-08-24
20009,10147,2025-10-02,2026-02-12
20103,10147,2026-02-24,2026-07-01
20169,10148,2024-05-20,2024-12-21
20014,10148,2025-01-16,2025-07-18
20046,10148,2025-07-24,2025-11-10
20119,10149,2020-12-27,2021-01-08
20129,10150,2019-06-26,2019-09-15
20081,10151,2025-01-27,2025-05-28
20175,10151,2025-06-13,2025-11-06
20095,10151,2025-11-22,2026-04-11
20037,10151,2026-04-26,2026-07-01
20141,10152,2023-05-06,2023-05-08
20051,10153,2022-09-28,2023-04-19
20006,10153,2023-05-30,2023-12-03
20104,10153,2023-12-20,2024-03-29
20018,10153,2024-04-17,2025-04-04
20116,10153,2025-05-02,2025-06-06
20006,10153,2025-06-19,2025-12-06
20120,10153,2025-12-24,2026-02-07
20046,10153,2026-03-12,2026-03-26
20076,10153,2026-05-04,2026-07-01
20092,10154,2016-01-02,2016-03-01
20017,10154,2016-04-11,2016-12-06
20082,10154,2016-12-30,2017-04-07
20113,10154,2017-05-04,2017-05-09
20008,10154,2017-05-20,2017-05-21
20077,10155,2020-09-03,2021-06-05
20068,10155,2021-07-19,2022-02-23
20068,10155,2022-03-17,2022-05-24
20094,10155,2022-06-06,2022-08-10
20130,10155,2022-09-07,2022-09-21
20130,10156,2023-01-06,2023-07-30
20123,10156,2023-09-01,2024-04-27
20018,10156,2024-06-04,2024-10-17
20175,10156,2024-11-06,2025-11-06
20125,10156,2025-11-30,2026-01-22
20095,10156,2026-02-15,2026-05-25
20080,10156,2026-06-06,2026-07-01
20113,10157,2016-11-02,2017-05-09
20179,10157,2017-06-22,2018-02-17
20050,10157,2018-03-28,2018-04-29
20083,10158,2015-01-23,2015-07-29
20136,10159,2017-11-04,2018-05-04
20008,10159,2018-05-27,2018-10-02
20156,10159,2018-11-11,2019-04-14
20045,10159,2019-04-20,2019-12-09
20152,10159,2020-01-14,2020-02-03
20142,10159,2020-02-18,2020-08-20
20040,10159,2020-09-02,2020-11-20
20119,10159,2020-12-31,2021-01-29
20122,10159,2021-03-14,2021-11-15
20130,10159,2021-11-24,2021-12-26
20006,10160,2023-10-09,2024-04-18
20006,10160,2024-05-27,2024-08-05
20166,10161,2025-01-11,2025-04-10
20014,10161,2025-05-07,2025-08-06
20120,10161,2025-09-07,2026-02-07
20147,10161,2026-03-11,2026-03-27
20110,10161,2026-05-08,2026-07-01
20125,10162,2025-10-03,2026-01-22
20112,10162,2026-02-07,2026-02-15
20083,10163,2015-06-07,2016-02-11
20092,10163,2016-02-29,2016-03-01
20137,10163,2016-04-05,2016-09-20
20060,10164,2021-01-05,2021-06-06
20132,10164,2021-07-01,2022-04-24
20055,10164,2022-05-27,2022-09-21
20146,10164,2022-10-04,2023-05-27
20031,10164,2023-06-19,2024-01-13
20146,10164,2024-02-11,2024-10-01
20105,10164,2024-10-14,2024-12-12
20166,10164,2024-12-26,2025-04-10
20067,10164,2025-05-06,2025-05-29
20004,10165,2016-09-20,2016-11-10
20069,10166,2015-05-19,2015-09-13
20057,10166,2015-09-18,2016-03-17
20143,10166,2016-04-01,2017-01-11
20179,10166,2017-02-10,2017-10-28
20133,10166,2017-11-04,2018-03-03
20176,10166,2018-03-25,2018-12-13
20072,10166,2019-01-19,2019-01-28
20035,10166,2019-02-27,2019-04-29
20179,10166,2019-05-20,2020-05-05
20040,10166,2020-05-19,2020-11-20
20132,10166,2021-01-01,2021-05-12
20173,10166,2021-05-25,2021-06-04
20159,10166,2021-06-10,2021-12-28
20090,10166,2022-01-27,2022-03-14
20018,10167,2022-09-04,2024-05-04
20151,10167,2024-06-02,2024-12-02
20160,10168,2018-11-23,2019-07-23
20025,10168,2019-08-14,2019-10-28
20030,10169,2015-04-12,2015-04-27
20179,10170,2016-12-12,2017-05-16
20133,10170,2017-05-24,2018-03-03
20008,10170,2018-03-23,2018-10-02
20041,10170,2018-10-13,2019-09-08
20005,10170,2019-10-08,2020-01-26
20008,10171,2016-10-29,2017-08-29
20004,10171,2017-10-05,2018-04-25
20021,10171,2018-05-16,2018-07-12
20072,10171,2018-08-24,2019-01-28
20013,10171,2019-02-10,2019-12-06
20179,10171,2019-12-23,2020-12-13
20131,10171,2020-12-24,2021-05-31
20054,10171,2021-07-02,2021-10-18
20068,10171,2021-11-17,2022-05-24
20015,10171,2022-06-28,2023-01-03
20018,10171,2023-01-18,2023-08-06
20087,10171,2023-09-05,2024-07-13
20151,10171,2024-08-21,2025-04-10
20165,10171,2025-04-22,2025-09-21
20046,10171,2025-10-17,2026-03-26
20067,10171,2026-04-25,2026-07-01
20167,10172,2015-09-23,2016-03-23
20121,10172,2016-04-04,2016-11-01
20042,10172,2016-12-14,2017-01-06
20092,10173,2015-07-14,2015-12-27
20137,10173,2016-01-23,2016-07-19
20078,10173,2016-07-25,2017-06-10
20176,10173,2017-07-08,2018-04-10
20136,10173,2018-04-16,2018-05-04
20176,10173,2018-05-27,2018-12-13
20156,10173,2019-01-10,2019-04-14
20129,10173,2019-05-11,2019-05-29
20057,10174,2015-05-31,2016-06-17
20026,10174,2016-07-20,2017-05-21
20011,10175,2020-10-06,2021-03-27
20122,10175,2021-04-12,2021-07-22
20027,10175,2021-08-07,2021-12-14
20170,10175,2021-12-22,2023-02-25
20018,10175,2023-03-12,2023-06-24
20006,10175,2023-07-19,2023-11-26
20146,10176,2024-11-22,2024-12-06
20161,10177,2025-03-29,2025-04-18
20081,10177,2025-04-25,2025-10-18
20009,10177,2025-11-12,2026-05-16
20103,10177,2026-06-02,2026-07-01
20036,10178,2026-02-07,2026-03-09
20127,10178,2026-04-18,2026-07-01
20173,10179,2021-03-31,2021-06-04
20077,10179,2021-06-24,2021-07-09
20060,10179,2021-07-16,2021-12-18
20130,10179,2022-01-23,2023-02-17
20051,10179,2023-03-05,2023-04-19
20139,10179,2023-05-30,2023-12-27
20133,10180,2017-01-15,2017-10-27
20043,10180,2017-11-25,2017-12-10
20108,10180,2018-01-01,2018-07-21
20072,10180,2018-08-01,2019-01-28
20180,10180,2019-03-12,2019-06-24
20129,10180,2019-07-24,2019-12-17
20013,10180,2020-01-18,2020-04-27
20055,10181,2022-01-28,2022-09-21
20141,10181,2022-10-14,2023-04-19
20179,10182,2020-03-24,2020-06-21
20085,10182,2020-07-07,2020-08-20
20114,10182,2020-09-10,2021-01-15
20114,10182,2021-02-04,2021-05-14
20138,10182,2021-05-20,2021-09-14
20012,10182,2021-10-18,2021-12-21
20090,10182,2022-01-07,2022-04-24
20132,10182,2022-05-21,2023-03-18
20162,10182,2023-04-20,2023-08-22
20006,10182,2023-09-10,2024-06-22
20074,10183,2022-03-15,2022-08-25
20015,10183,2022-09-14,2023-01-03
20051,10183,2023-02-15,2023-04-19
20130,10183,2023-05-09,2023-05-13
20012,10184,2021-05-01,2021-05-13
20156,10185,2017-10-31,2018-02-27
20107,10185,2018-03-10,2019-04-01
20013,10185,2019-04-22,2019-08-01
20174,10185,2019-08-26,2019-12-28
20174,10185,2020-01-07,2020-08-04
20134,10185,2020-08-29,2020-10-17
20177,10186,2025-08-13,2026-05-20
20028,10186,2026-05-25,2026-07-01
20045,10187,2018-07-30,2019-11-27
20129,10187,2019-12-16,2019-12-17
20086,10187,2020-01-07,2020-03-23
20085,10187,2020-04-22,2020-08-20
20011,10187,2020-10-03,2021-03-27
20003,10187,2021-04-06,2021-11-11
20060,10187,2021-11-19,2021-12-18
20094,10187,2021-12-25,2022-04-24
20058,10187,2022-06-02,2022-11-13
20146,10187,2022-12-18,2023-04-05
20031,10187,2023-05-16,2023-11-27
20010,10187,2023-12-10,2024-05-22
20169,10187,2024-05-28,2024-12-21
20033,10187,2024-12-31,2025-07-09
20088,10187,2025-08-04,2025-08-24
20168,10187,2025-09-29,2025-10-14
20125,10187,2025-11-24,2026-01-22
20103,10187,2026-01-30,2026-07-01
20036,10188,2025-11-24,2026-03-09
20039,10188,2026-04-22,2026-07-01
20146,10189,2022-06-27,2022-10-28
20058,10189,2022-11-20,2022-12-02
20141,10189,2022-12-10,2023-04-30
20118,10189,2023-05-11,2023-06-03
20014,10189,2023-07-12,2024-03-20
20103,10189,2024-04-25,2024-10-25
20033,10189,2024-12-01,2025-07-09
20177,10189,2025-07-29,2025-10-21
20127,10189,2025-11-16,2026-07-01
20055,10190,2022-07-20,2022-09-21
20124,10190,2022-10-11,2023-03-19
20118,10190,2023-04-19,2023-06-03
20109,10190,2023-07-07,2023-11-24
20063,10190,2023-12-02,2024-04-14
20169,10190,2024-05-19,2024-12-21
20018,10191,2022-12-29,2023-01-13
20083,10192,2015-08-18,2016-05-18
20047,10192,2016-06-24,2016-07-07
20121,10192,2016-07-26,2016-11-01
20084,10192,2016-12-10,2016-12-29
20143,10193,2016-11-28,2017-02-19
20008,10193,2017-03-30,2017-06-26
20156,10193,2017-07-16,2018-08-17
20167,10194,2015-08-25,2016-03-20
20022,10194,2016-04-17,2016-10-14
20084,10194,2016-11-01,2016-11-24
20057,10195,2015-12-25,2016-04-25
20083,10195,2016-06-01,2017-01-15
20113,10195,2017-01-20,2017-05-09
20032,10195,2017-06-13,2017-07-13
20075,10195,2017-07-29,2018-05-14
20176,10195,2018-06-22,2018-12-13
20129,10195,2019-01-20,2019-07-21
20040,10195,2019-08-15,2019-12-17
20005,10195,2019-12-24,2020-05-23
20085,10195,2020-06-03,2020-08-20
20054,10195,2020-09-20,2021-05-19
20003,10195,2021-06-19,2022-02-14
20051,10195,2022-03-12,2022-06-26
20124,10195,2022-07-20,2023-03-19
20076,10196,2026-05-05,2026-07-01
20012,10197,2021-07-16,2021-12-21
20090,10197,2022-01-23,2022-04-22
20132,10197,2022-05-01,2022-11-13
20018,10197,2022-12-13,2023-08-02
20139,10197,2023-08-22,2024-01-15
20010,10197,2024-02-09,2024-08-11
20147,10198,2026-02-19,2026-03-27
20103,10198,2026-05-04,2026-06-01
20004,10199,2015-11-24,2016-06-09
20022,10199,2016-07-08,2016-10-14
20017,10199,2016-11-22,2017-01-23
20108,10200,2018-02-24,2018-07-21
20156,10200,2018-07-31,2019-04-14
20041,10200,2019-05-25,2019-09-08
20040,10200,2019-10-06,2019-12-07
20048,10201,2026-03-21,2026-07-01
20176,10202,2018-02-24,2018-10-11
20107,10202,2018-11-22,2019-04-01
20160,10202,2019-05-02,2020-01-28
20179,10203,2019-10-31,2020-02-29
20179,10203,2020-04-13,2020-11-11
20119,10203,2020-12-19,2021-01-29
20077,10203,2021-02-18,2021-05-13
20122,10203,2021-05-20,2021-11-15
20090,10203,2021-12-29,2022-04-24
20170,10203,2022-05-11,2022-10-04
20044,10203,2022-11-11,2023-01-21
20160,10204,2019-01-24,2019-06-24
20013,10204,2019-07-07,2019-11-26
20005,10204,2019-12-01,2020-07-06
20093,10204,2020-08-07,2020-12-16
20023,10204,2020-12-22,2021-01-21
20084,10205,2016-01-28,2016-08-23
20043,10206,2017-09-28,2017-12-10
20133,10206,2017-12-17,2018-03-03
20075,10206,2018-04-04,2018-09-21
20050,10206,2018-10-30,2018-11-16
20126,10207,2021-01-25,2022-09-05
20115,10207,2022-10-07,2023-07-25
20132,10207,2023-09-01,2023-09-23
20123,10207,2023-10-02,2024-04-24
20175,10208,2024-12-14,2025-10-06
20125,10208,2025-10-31,2026-01-22
20073,10208,2026-01-30,2026-07-01
20030,10209,2015-02-02,2015-06-15
20008,10210,2017-01-03,2017-03-05
20014,10211,2024-12-27,2025-08-06
20006,10211,2025-08-25,2025-10-19
20030,10212,2015-09-14,2015-10-25
20057,10212,2015-12-06,2016-05-06
20066,10212,2016-06-06,2016-11-14
20083,10212,2016-12-09,2017-01-02
20132,10213,2021-01-01,2021-06-14
20077,10213,2021-07-07,2021-07-09
20090,10213,2021-08-22,2021-11-27
20094,10213,2021-12-12,2022-08-10
20015,10213,2022-08-20,2023-01-03
20118,10213,2023-01-09,2023-06-03
20139,10213,2023-06-29,2023-12-28
20087,10213,2024-01-02,2024-04-13
20018,10214,2024-06-30,2024-07-15
20006,10215,2023-11-04,2024-03-13
20123,10215,2024-03-20,2024-04-27
20087,10215,2024-05-20,2024-07-13
20165,10215,2024-08-03,2025-07-01
20006,10215,2025-07-14,2025-12-06
20080,10215,2025-12-31,2026-07-01
20091,10216,2024-01-09,2024-02-25
20123,10216,2024-04-08,2024-04-27
20006,10216,2024-05-24,2024-09-21
20066,10217,2016-11-27,2017-04-20
20008,10217,2017-05-27,2018-04-04
20179,10217,2018-04-11,2018-10-13
20079,10217,2018-11-09,2019-01-10
20145,10217,2019-02-05,2019-07-08
20011,10217,2019-07-13,2020-02-19
20008,10218,2017-07-03,2018-10-02
20179,10218,2018-10-19,2019-06-13
20013,10218,2019-07-18,2020-01-17
20174,10218,2020-02-13,2020-06-18
20134,10218,2020-07-12,2021-03-01
20164,10218,2021-04-11,2021-05-25
20179,10219,2019-02-06,2019-10-29
20040,10219,2019-11-30,2020-04-16
20013,10219,2020-05-29,2020-07-14
20068,10219,2020-08-03,2021-03-27
20122,10219,2021-04-01,2021-10-24
20154,10220,2021-08-13,2021-09-21
20122,10220,2021-09-28,2021-11-15
20126,10220,2021-11-27,2022-06-10
20170,10220,2022-07-17,2022-11-03
20130,10220,2022-11-13,2023-07-11
20104,10220,2023-08-15,2024-03-29
20014,10220,2024-04-22,2025-06-08
20036,10220,2025-07-03,2026-03-09
20153,10220,2026-03-23,2026-04-21
20158,10220,2026-05-03,2026-06-30
20012,10221,2021-03-18,2021-12-21
20170,10221,2022-01-12,2022-05-21
20074,10221,2022-06-19,2022-08-25
20044,10221,2022-10-07,2022-12-03
20069,10222,2015-08-30,2015-09-13
20004,10222,2015-10-13,2016-03-19
20042,10222,2016-04-19,2017-01-06
20017,10222,2017-02-16,2017-05-03
20008,10222,2017-05-21,2018-01-26
20180,10222,2018-02-08,2018-02-18
20066,10223,2017-03-07,2017-05-01
20156,10223,2017-06-11,2017-07-02
20098,10224,2017-08-13,2017-09-02
20107,10224,2017-09-28,2018-04-07
20176,10224,2018-05-19,2018-12-13
20013,10224,2018-12-29,2019-10-27
20013,10224,2019-11-27,2020-04-14
20150,10224,2020-05-18,2020-08-07
20160,10224,2020-08-21,2021-06-29
20159,10224,2021-07-20,2021-12-28
20020,10224,2022-01-04,2022-06-18
20074,10224,2022-08-01,2022-08-25
20015,10224,2022-10-03,2023-01-03
20109,10224,2023-02-06,2023-09-25
20109,10224,2023-10-08,2023-11-24
20087,10224,2023-12-17,2024-07-13
20065,10224,2024-08-13,2024-10-02
20146,10224,2024-10-28,2024-12-12
20003,10225,2022-02-02,2022-02-14
20020,10225,2022-03-08,2022-06-18
20126,10225,2022-07-01,2022-09-21
20053,10225,2022-10-18,2022-11-30
20132,10225,2023-01-06,2023-09-23
20031,10225,2023-10-13,2024-01-13
20065,10225,2024-02-24,2024-10-02
20033,10225,2024-10-20,2025-07-09
20036,10225,2025-08-03,2026-01-15
20095,10225,2026-02-03,2026-05-25
20101,10225,2026-05-30,2026-07-01
20172,10226,2017-08-20,2017-12-11
20176,10226,2018-01-08,2018-04-03
20069,10227,2015-04-02,2015-09-13
20084,10227,2015-10-16,2016-07-18
20133,10227,2016-07-30,2016-12-26
20004,10227,2017-01-05,2017-03-25
20113,10227,2017-04-28,2017-05-09
20098,10227,2017-05-16,2017-09-02
20043,10227,2017-09-29,2017-12-10
20083,10227,2018-01-02,2018-06-02
20054,10228,2021-02-24,2021-10-18
20055,10228,2021-11-18,2022-06-25
20053,10228,2022-07-27,2022-11-30
20146,10228,2022-12-10,2023-09-11
20031,10228,2023-10-10,2024-01-13
20100,10228,2024-02-17,2024-10-07
20175,10228,2024-10-13,2025-04-20
20116,10228,2025-05-04,2025-06-06
20165,10228,2025-07-09,2026-01-04
